Textos_espanol,sdg
"Para apoyar esta ambición, Noruega ha lanzado recientemente una estrategia nacional de enfermedades no transmisibles. En ella, el programa de Indicadores de Calidad en la Asistencia Sanitaria Comunitaria (QICH) abarca seis áreas de actividad de la atención primaria (como se muestra en la figura 3.8) e informa de los resultados a nivel de proveedor individual, tras el ajuste por necesidades sanitarias y factores sociodemográficos. Cabe destacar que QICH no es obligatorio ni depende de incentivos económicos, sino que su éxito se debe a su sólida base científica, el desarrollo consensuado del conjunto de indicadores en el que participan desde el principio los médicos de cabecera y las compañías de seguros médicos, unos objetivos claros orientados al paciente y, sobre todo, la comunicación sistemática y continua de datos comparativos tanto a los profesionales como al público. Entre ellos se incluye la gestión de enfermedades crónicas como la depresión, la EPOC, la diabetes o la insuficiencia cardiaca, la atención rutinaria como la vacunación infantil y la provisión de anticonceptivos y aspectos de la administración eficaz de la consulta. Además de poder identificar a los pacientes individuales que reciben un tratamiento subóptimo, el sistema les permite comparar su consulta con otras a escala municipal, regional y nacional (véase en la figura 3.9 un ejemplo relacionado con la gestión de la diabetes). Los pacientes también pueden controlar sus propios datos clínicos.",3
"Otro determinante es la sustitución del cuidado informal por un cuidado formal más costoso. Bajo el escenario de “envejecimiento saludable”, se permite que la curva de costos para los sobrevivientes se desplace hacia la derecha, posponiendo progresivamente los aumentos de gastos relacionados con la edad. Para los no sobrevivientes, se consideran dos efectos demográficos diferentes.",3
"El alto rendimiento del sistema de salud de Suiza se refleja en altos niveles de satisfacción de los pacientes. La población de Suiza es mayor que la de la mayoría de los demás países de la OCDE. Al mismo tiempo, los cambios de estilo de vida actuales presagian el aumento de los riesgos para la salud dentro de la población suiza en el futuro. Si bien aún es baja, la prevalencia de la obesidad está aumentando, particularmente entre los jóvenes. Estas tendencias, junto con los avances en la tecnología médica, deberían dar lugar a que los residentes suizos tengan más probabilidades de vivir con una afección crónica en las próximas décadas que en la actualidad. De hecho, pueden vivir con más de una enfermedad o morbilidad crónica.",3
"Parece que las mujeres desempleadas también están mejor educadas que los hombres desempleados. En Túnez, Egipto y Marruecos, las mujeres con educación terciaria tienen más probabilidades de estar desempleadas que aquellas con niveles educativos más bajos.7 En Argelia y Jordania, el 52 % y el 65 % de las mujeres desempleadas, respectivamente, son graduadas universitarias, en comparación con solo el 11 %. y 21% entre los hombres (OIT, 2016). El empleo vulnerable, definido como la proporción de trabajadores familiares no remunerados y trabajadores por cuenta propia (OIT), es mayor entre las mujeres que entre los hombres en Egipto y Marruecos (Figura 1.7).",5
"El nuevo indicador de salud mental se diseñó para medir la respuesta a los trastornos de ansiedad y depresión mediante la ejecución del programa de mejora del acceso a las terapias psicológicas (NHS Outcomes Framework 2013/2014). El gasto en prestaciones por discapacidad representa una importante carga económica para las finanzas públicas de muchos países de la OCDE. De media, el gasto en prestaciones por discapacidad equivale al 2% del PIB en todos los países de la OCDE, con un gasto como porcentaje del PIB tan elevado como el 4-5% en Noruega, Países Bajos y Suecia (OCDE, 2010).",3
"Usando la esperanza de vida como proxy, los resultados de salud son mucho más bajos de lo esperado en Letonia dado el nivel de PIB per cápita (Figura 1.12). Chile, Polonia y Hungría tienen mayores expectativas de vida para un PIB per cápita similar, y todos estos países gastan una mayor parte del PIB en salud. Esto sugiere que aumentar el gasto en salud debería ser una opción que Letonia considere. También será fundamental mejorar la eficiencia del sistema de salud. El número de camas de hospital ha caído de 8,8 por 1 000 habitantes a 5,8, acercándose al promedio de la OCDE de 4,8 (Figura 1.14). La duración de la estancia hospitalaria es de 7,6 días en promedio para todas las causas, más corta que el promedio de la OCDE de 8,1 (OCDE, 2015e).",3
"El resultado es que Polonia tiene los tiempos de espera más largos en la UE para intervenciones de atención médica como cirugía de cataratas y reemplazo de articulaciones, como cirugía de cataratas y reemplazo de articulaciones (Figura 14). Los especialistas pueden tener un incentivo para mantener listas de espera para impulsar la demanda de sus propios servicios privados pagados de su bolsillo por los pacientes, y la práctica del doble empleo está bastante extendida y mal regulada en Polonia (Comisión Europea, 2016). Por ejemplo, los tiempos de espera para algunas especialidades pueden ser de hasta 12 meses en algunas regiones (Kowalska et al.). en las 16 regiones de Polonia (Grupo del Banco Mundial, 2015).",3
"El vínculo entre la atención primaria de la salud y los resultados de salud para los aborígenes y los isleños del Estrecho de Torres en Australia"". Un informe para la Oficina de Salud de los Aborígenes y los Isleños del Estrecho de Torres, Departamento de Salud y Envejecimiento. Pueblos indígenas, pobreza y desarrollo humano en América Latina 1994-2004 Nueva York, NY: Palgrave McMillan.",3
"Sin embargo, el establecimiento de un sistema formal de evaluación de las tecnologías sanitarias ayudaría a determinar qué productos farmacéuticos deberían estar cubiertos. Varios de estos retos han estado presentes desde la misma creación del sistema a principios de los años noventa. Sin embargo, no existe una visión política global que los partidos políticos de todo el espectro (y las diferentes partes interesadas del sistema sanitario) puedan suscribir. ",3
"A través de sus actividades de sensibilización, ha generado una mayor visibilidad de las barreras que enfrentan las mujeres en la participación económica. En conjunto, estas actividades demuestran un cambio a nivel institucional y sistémico. En particular, el enfoque de asociación entre un gobierno y un consejo independiente creado específicamente ha sido un éxito significativo.",5
"La variación del rendimiento explicada por el estatus socioeconómico de los estudiantes es mayor (16%) que el promedio de la OCDE (13%). La ruralidad es un aspecto importante de la desventaja en Costa Rica. Los estudiantes de las escuelas rurales tienen más probabilidades de abandonar y atrasarse en su aprendizaje que los de las urbanas, y las escuelas primarias rurales pequeñas muestran las tasas de rendimiento más bajas del país (PEN, 2013). La gran cantidad de pequeñas escuelas primarias ha permitido a Costa Rica llevar servicios educativos a cada pequeño pueblo.",4
"Las medidas especiales, incluidas las cuotas, son necesarias para lograr la igualdad entre mujeres y hombres abordando las desventajas estructurales a las que se enfrentan las mujeres. Pero un mayor nÃºmero de mujeres representantes no es suficiente para hacer avanzar la igualdad de gÃ©nero en la sociedad. Una participaciÃ³n mÃ¡s amplia de las mujeres y organizaciones autÃ³nomas de mujeres son fundamentales para lograr polÃticas que hagan avanzar la igualdad sustantiva entre mujeres y hombres. Las prÃ¡cticas no democrÃ¡ticas a nivel local, como el clientelismo y la corrupciÃ³n, impiden la transparencia y la rendiciÃ³n de cuentas y reducen la participaciÃ³n efectiva de las mujeres (ibid, para.",5
